% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=905439, Sat Oct  3 22:52:06 2020, <python>{}</python>
1 13 28.325962073756287 1.0000479178146884 -35.78874950055618 -3.5788749500556179e+01 -32.301362390138145 -22.869057535070937   
2 26 27.831603886454523 1.0997604150464995 -37.14131868188898 -3.7141318681888983e+01 -32.2550698569752 -25.89911164522048   
2 26 26.830034119333323 1.084301351211992 -38.90342708814954 -3.6912656257627880e+01 -32.36295879414005 -26.96536579822964   
2 26 28.091558580753784 1.0995579882517468 -37.14568247379273 -3.7145682473792732e+01 -29.71030369894105 -25.208356688770273   
2 26 26.425454570965872 1.0720396442690237 -35.274120531260714 -3.5160140346234648e+01 -31.531226129142574 -24.713713086448124   
2 26 26.847252997116257 1.0760189014322832 -37.05649169715379 -3.7056491697153788e+01 -32.385091313143064 -23.67798392668805   
2 26 26.297120145498468 1.0717052692709739 -35.617638682925275 -3.5248555361668792e+01 -30.188584587194214 -28.349991722426537   
2 26 26.851586236808647 1.0904369495883341 -38.6825976663028 -3.7191886071159331e+01 -29.662218701572606 -24.982959341444996   
2 26 27.08938100865545 1.1120866214312621 -38.69689846867029 -3.8696898468670291e+01 -31.15520075162413 -26.146084707136723   
2 26 27.95104830140316 1.086607038476382 -37.92325463082334 -3.7923254630823337e+01 -33.18845293818732 -25.216312272060158   
2 26 27.582523277400824 1.0726839919232976 -38.48731392366201 -3.5835049843650978e+01 -32.83972121435301 -25.772636013197314   
3 39 27.50521994482773 1.1147955819389983 -40.23165682113391 -4.0231656821133910e+01 -31.839428933814368 -22.187766988013756   
3 39 26.10421078755244 1.0926319925600207 -37.05649169715379 -3.4853593145241419e+01 -31.094113696805394 -26.110790259947414   
3 39 27.92561286670994 1.1289174245541223 -37.14568247379273 -3.3292353899762830e+01 -29.325764664699527 -21.01538185349959   
3 39 26.60669699918383 1.1003760182764124 -41.28732987140006 -4.1287329871400061e+01 -35.216755424756066 -27.832567876828946   
3 39 25.937167756987115 1.1265802196902315 -38.89176999251983 -3.8891769992519833e+01 -30.61722743222135 -27.033123617259868   
3 39 25.094824455563536 1.0901619429452105 -35.778291308722885 -3.5778291308722885e+01 -31.12260252111769 -26.990019072202834   
3 39 25.822973915693193 1.1179471811613062 -38.94375756753624 -3.8943757567536238e+01 -31.79642756707188 -28.180040385702398   
3 39 25.990405556047133 1.1379337547243864 -38.69689846867029 -3.7544852019490939e+01 -31.337283010707417 -28.230980972247572   
3 39 28.042116709004123 1.116759437339162 -37.92325463082334 -3.7106438606364385e+01 -34.56002875781861 -30.953045916044662   
