% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=905439, Sat Oct  3 22:52:06 2020
1 13 -0.016487932959814426 -3.755051462483847e-05 9.729283569946974e-05 0.02544068663262409 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
2 26 -0.03176141761682673 -3.672551706514118e-05 4.5554267936423094e-05 0.028938658252400003 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
2 26 -0.022015827612845762 -3.724989363342884e-05 0.0001955523960901891 0.025803668073583624 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
2 26 -0.025479812818904605 -0.0002384668760928722 2.2924367583003965e-05 0.028752766623708317 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
2 26 -0.024000169738948824 -0.00011643454204040861 8.771753676436711e-05 0.02527046420115029 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
2 26 -0.024540505303212855 -0.00011816002240932779 5.140508159312356e-05 0.02278641929054485 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
2 26 -0.03312165350495977 -0.0003124046414058925 2.6543516437980355e-05 0.021490315161115464 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
2 26 -0.026020895253823156 -2.4432784415608757e-05 0.00020909662334588815 0.02237104362018099 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
2 26 -0.026556007658001802 -0.00011059234388521262 0.00010345420576365251 0.03677745469322299 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
2 26 -0.030494342392467805 -4.261546660874226e-05 3.9952202970497166e-05 0.03898284042765219 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
2 26 -0.037572505670432875 -7.799385832951442e-06 8.837563101616061e-06 0.041825380926332645 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
3 39 -0.03356902174320174 -3.56101831475536e-05 5.457732316866228e-06 0.04034240637670402 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
3 39 -0.023872479175745434 -1.2003411432650597e-05 2.4358465825488737e-05 0.02320840840658704 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
3 39 -0.0409564884846351 -0.00011374570276322956 3.8706036254201645e-05 0.0393368159267398 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
3 39 -0.03827025068832357 -0.00012175658674463846 0.00015233451015788193 0.02755059081866424 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
3 39 -0.025961324092303582 -5.70443861534854e-05 8.129328149489716e-05 0.026272694718005918 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
3 39 -0.0391506529968426 -0.00027586376404238036 4.0696545220320285e-05 0.02981461195535043 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
3 39 -0.027117804262701238 -5.191620462128648e-05 0.00011790267753298208 0.03762243525023728 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
3 39 -0.03390866469801261 -6.29970829342125e-05 0.00032120189153494896 0.04556582582132451 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
3 39 -0.03731636307826648 -2.6133916784045955e-05 6.943386139167672e-05 0.047331395897171794 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
3 39 -0.04150954811225848 -5.0447924269716074e-05 0.00011876377050100255 0.04765985629024988 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
4 52 -0.038326513861088415 -0.0002306496493700138 3.401647597798553e-06 0.04781946789591866 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
4 52 -0.033954503414643136 -0.0002840682302066633 4.774651936023564e-06 0.028694759033050885 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
4 52 -0.04510881012968003 -4.105064183179422e-05 1.704634741328486e-05 0.022604333812335838 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
4 52 -0.041872785691379116 -0.0003049887036336462 9.523965250439057e-05 0.03788809161455015 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
4 52 -0.04747043388578551 -3.763041710906109e-05 0.0002508268186675078 0.03890827874850537 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
4 52 -0.03281917065814076 -3.137481454326115e-05 7.296724085495841e-05 0.03334330688451913 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
4 52 -0.03781725031134496 -8.393766996355872e-05 0.00019594767056216406 0.051404194307183376 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
4 52 -0.046857702181549464 -0.00017068079463103877 0.00024163280473844218 0.056069028189169035 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
4 52 -0.04204808784593575 -1.4089674106470425e-06 0.00034320804465710387 0.043125099444909075 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
4 52 -0.03282988022873744 -0.00012125709786788378 0.00010059427074518072 0.042413971285294026 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
5 65 -0.04036074957732301 -0.00027022025287398857 3.987777782979679e-06 0.05289748722325125 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
5 65 -0.040470744179165435 -0.00021215512345580396 0.00011060418613311287 0.049905830685621454 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
5 65 -0.052239322815527546 -8.802672370929861e-05 0.00016072972825063381 0.04803394225829171 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
5 65 -0.03798068150776496 -0.0005730958848030117 0.00014142840673243005 0.036229031727493234 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
5 65 -0.06732076644921937 -9.435656545056657e-05 4.713191738893399e-05 0.05122064792614222 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
5 65 -0.04082515250894608 -0.00018873710051191107 0.0001403668181761472 0.059913392831933546 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
5 65 -0.0426036137765768 -7.980402603225756e-06 0.00020260071541103753 0.02939718639044427 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
5 65 -0.04365930233597633 -9.074191366696154e-05 8.920602857053e-05 0.04982854178669066 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
5 65 -0.04980194662910417 -0.00026739720393660057 2.664086303365894e-05 0.06086022378709367 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
5 65 -0.042500277407832895 -2.271494716106501e-05 0.00011125804658724739 0.042094847259172674 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
6 78 -0.043410785786974875 -0.0002704865399018901 9.58800119264056e-05 0.06221893932517416 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
6 78 -0.045684120801929844 -3.2935763030233373e-05 7.595631129800162e-05 0.048479666730541306 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
6 78 -0.0697671080953679 -0.00035954837797741104 3.7052130901889226e-05 0.06119839948834396 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
6 78 -0.04890562945079338 -1.3069445715048585e-05 0.00014222566114317162 0.044565626115495326 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
6 78 -0.04406130396377131 -9.722045331633386e-05 0.0005715704621899402 0.039892811265149423 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
6 78 -0.04289518996118667 -0.00045886222357994203 0.00024270060665579118 0.061360024284263265 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
6 78 -0.04918921753783983 -2.3343334317260877e-06 7.949383111185137e-05 0.05100176482390556 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
6 78 -0.053903716820520156 -2.8935568215432578e-05 0.00014692299373344917 0.06384378616000183 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
6 78 -0.04810432298734646 -3.590101193777505e-05 0.0002989512544932445 0.034931598869123254 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
6 78 -0.05031224824040845 -6.331366091433526e-05 3.3589492204203285e-05 0.05187423984328447 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
